日期,口岸,中心,站点,zipcode,票数,领件票数,Final妥投量,Final妥投率,客退数,客退率,丢失被抢数,丢失被抢率,被抢数,库内丢失数,站点丢失数,库内待签收数,站点待签收数,异常中,断更中
25/02/10,ATL,ATL,ATL-GFI,30017,13,13,13,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-GFI,30019,28,28,28,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-GFI,30039,26,26,26,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-GFI,30044,61,61,61,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-GFI,30045,25,25,25,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-GFI,30046,31,31,31,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-GFI,30047,38,38,38,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-GFI,30078,23,23,23,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-HAP,30004,25,25,25,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-HAP,30005,10,10,10,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-HAP,30009,6,6,6,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-HAP,30022,25,25,24,96.00%,0,0,0,0.00%,0,0,0,0,1,1,1
25/02/10,ATL,ATL,ATL-HAP,30040,27,27,27,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-HAP,30041,34,34,33,97.06%,0,0,0,0.00%,0,0,0,0,1,1,1
25/02/10,ATL,ATL,ATL-JNJ,30002,1,1,1,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30012,23,23,23,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30013,21,21,21,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30014,27,27,27,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30016,48,48,48,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30032,29,29,29,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30034,35,35,35,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30035,25,25,25,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30038,1,1,1,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30052,45,45,45,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30054,6,6,6,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30058,53,53,53,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30075,18,18,17,94.44%,0,0,0,0.00%,0,0,0,0,1,1,1
25/02/10,ATL,ATL,ATL-JNJ,30076,20,20,18,90.00%,0,0,0,0.00%,0,0,0,0,2,2,2
25/02/10,ATL,ATL,ATL-JNJ,30079,2,2,2,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30083,27,27,27,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30087,22,22,22,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30088,18,18,18,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30114,51,51,50,98.04%,0,0,0,0.00%,0,0,0,0,1,0,0
25/02/10,ATL,ATL,ATL-JNJ,30115,29,29,29,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30188,23,23,23,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30228,36,36,36,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30236,33,33,33,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30238,33,33,33,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30252,32,32,32,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30253,38,38,38,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30260,24,24,24,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30273,23,23,23,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30281,52,52,52,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30288,5,5,5,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30294,22,22,22,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30316,20,20,20,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-JNJ,30317,3,3,3,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30122,19,19,19,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30126,26,26,26,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30135,61,61,61,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30168,16,16,16,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30213,39,39,39,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30214,15,15,15,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30215,21,21,21,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30263,67,67,67,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30265,26,26,26,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30268,6,6,6,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30269,12,12,12,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30274,27,27,27,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30277,13,13,13,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30290,5,5,5,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30291,17,17,17,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30296,15,15,15,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30297,24,24,24,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30308,11,11,11,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30309,11,11,11,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30310,21,21,21,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30311,17,17,17,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30312,20,20,20,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30314,20,20,20,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30315,26,26,26,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30318,32,32,32,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30331,37,37,37,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30336,2,2,2,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30337,7,7,7,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30344,16,16,16,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30349,55,55,55,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-OID,30354,20,20,20,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-PFC,30021,11,11,11,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-PFC,30030,6,6,6,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-PFC,30033,7,7,7,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-PFC,30060,32,32,30,93.75%,0,0,0,0.00%,0,0,0,0,2,2,2
25/02/10,ATL,ATL,ATL-PFC,30062,34,34,34,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-PFC,30066,13,13,13,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-PFC,30067,14,14,14,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-PFC,30068,10,10,10,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-PFC,30071,8,8,8,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-PFC,30080,26,26,26,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-PFC,30082,5,5,5,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-PFC,30084,20,20,20,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-PFC,30092,13,13,13,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-PFC,30093,33,33,33,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-PFC,30096,38,38,37,97.37%,0,0,0,0.00%,0,0,0,0,1,1,1
25/02/10,ATL,ATL,ATL-PFC,30305,10,10,10,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-PFC,30306,9,9,9,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-PFC,30307,2,2,2,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-PFC,30327,6,6,6,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-PFC,30328,6,6,6,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-PFC,30338,8,8,8,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-PFC,30339,11,11,11,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-PFC,30340,14,14,14,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-PFC,30342,10,10,10,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-PFC,30345,7,7,7,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-PFC,30350,15,15,15,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-PFC,30360,8,8,8,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-TCC,30008,29,29,29,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-TCC,30024,36,36,34,94.44%,0,0,0,0.00%,0,0,0,0,2,1,1
25/02/10,ATL,ATL,ATL-TCC,30043,39,39,39,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-TCC,30064,27,27,27,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-TCC,30097,23,23,23,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-TCC,30101,28,28,28,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-TCC,30102,28,28,28,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-TCC,30106,16,16,16,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-TCC,30134,35,35,35,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-TCC,30141,10,10,10,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-TCC,30144,25,25,25,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-TCC,30152,27,27,27,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-TCC,30157,33,33,32,96.97%,0,0,0,0.00%,0,0,0,0,1,0,0
25/02/10,ATL,ATL,ATL-TCC,30180,37,37,37,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-TCC,30189,16,16,16,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-TCC,30518,39,39,39,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,ATL,ATL,ATL-TCC,30519,32,32,32,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,AUS,AUS-MEL,78613,9,9,9,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,AUS,AUS-MEL,78617,2,2,2,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,AUS,AUS-MEL,78634,1,1,1,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,AUS,AUS-MEL,78641,3,3,3,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,AUS,AUS-MEL,78653,2,2,2,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,AUS,AUS-MEL,78660,4,4,4,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,AUS,AUS-MEL,78665,2,2,2,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,AUS,AUS-MEL,78681,2,2,2,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,AUS,AUS-MEL,78744,2,2,2,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,AUS,AUS-MEL,78747,3,3,3,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,AUS,AUS-MEL,78753,1,1,1,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,AUS,AUS-MEL,78758,2,2,2,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,AUS,AUS-MEL,78759,2,2,2,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,DFW,DFW-APL,75205,5,5,4,80.00%,0,0,0,0.00%,0,0,0,0,1,1,1
25/02/10,DFW,DFW,DFW-APL,75206,9,9,9,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,DFW,DFW-APL,75214,5,5,4,80.00%,0,0,0,0.00%,0,0,0,0,1,1,1
25/02/10,DFW,DFW,DFW-APL,75225,6,6,5,83.33%,0,0,0,0.00%,0,0,0,1,0,0,0
25/02/10,DFW,DFW,DFW-APL,75230,13,13,9,69.23%,0,0,0,0.00%,0,0,0,3,1,1,1
25/02/10,DFW,DFW,DFW-APL,75231,21,21,17,80.95%,0,0,0,0.00%,0,0,0,1,3,3,3
25/02/10,DFW,DFW,DFW-APL,75243,8,8,7,87.50%,0,0,0,0.00%,0,0,0,1,0,0,0
25/02/10,DFW,DFW,DFW-APL,75287,1,1,1,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,DFW,DFW-FHL,76078,1,1,1,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,DFW,DFW-FHL,76179,2,2,2,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-BXI,77045,18,18,18,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-BXI,77053,19,19,19,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-BXI,77085,3,3,3,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-BXI,77459,47,47,47,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-BXI,77477,17,17,17,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-BXI,77478,21,21,21,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-BXI,77479,58,58,58,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-BXI,77489,26,26,26,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-BXI,77498,27,27,27,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-BXI,77545,11,11,11,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FGI,77094,5,5,5,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FGI,77406,41,41,41,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FGI,77407,75,75,75,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FGI,77441,14,14,14,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FGI,77450,35,35,35,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FGI,77469,49,49,49,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FGI,77471,44,44,44,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FGI,77494,100,100,97,97.00%,0,0,0,0.00%,0,0,0,0,3,3,3
25/02/10,DFW,IAH,IAH-FHL,77033,13,13,13,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77047,19,19,19,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77048,23,23,22,95.65%,0,0,0,0.00%,0,0,0,1,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77051,17,17,17,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77061,11,11,5,45.45%,0,0,0,0.00%,0,0,0,6,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77075,20,20,20,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77087,13,13,12,92.31%,0,0,0,0.00%,0,0,0,1,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77089,31,31,29,93.55%,0,0,0,0.00%,0,0,0,2,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77510,10,10,10,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77511,45,45,44,97.78%,0,0,0,0.00%,0,0,0,0,1,1,1
25/02/10,DFW,IAH,IAH-FHL,77515,24,24,23,95.83%,0,0,0,0.00%,0,0,0,1,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77517,2,2,2,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77518,14,14,14,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77539,46,46,46,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77546,30,30,30,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77550,22,22,21,95.45%,0,0,0,0.00%,0,0,0,1,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77551,18,18,18,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77554,5,5,5,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77563,12,12,12,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77565,3,3,3,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77568,25,25,25,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77573,53,53,50,94.34%,0,0,0,0.00%,0,0,0,3,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77577,1,1,1,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77578,24,24,24,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77581,29,29,29,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77583,24,24,24,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77584,45,45,45,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77590,14,14,14,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77591,13,13,13,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FHL,77598,14,14,13,92.86%,0,0,0,0.00%,0,0,0,1,0,0,0
25/02/10,DFW,IAH,IAH-FUT,77002,10,10,9,90.00%,0,0,0,0.00%,0,0,0,0,1,0,0
25/02/10,DFW,IAH,IAH-FUT,77003,9,9,9,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FUT,77004,19,19,19,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FUT,77005,15,15,14,93.33%,0,0,0,0.00%,0,0,0,1,0,0,0
25/02/10,DFW,IAH,IAH-FUT,77011,4,4,4,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FUT,77012,5,5,5,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FUT,77020,9,9,9,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FUT,77021,9,9,9,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FUT,77023,5,5,5,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FUT,77025,9,9,7,77.78%,0,0,0,0.00%,0,0,0,2,0,0,0
25/02/10,DFW,IAH,IAH-FUT,77030,5,5,3,60.00%,0,0,0,0.00%,0,0,0,2,0,0,0
25/02/10,DFW,IAH,IAH-FUT,77031,8,8,8,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FUT,77035,21,21,20,95.24%,0,0,0,0.00%,0,0,0,1,0,0,0
25/02/10,DFW,IAH,IAH-FUT,77036,50,50,47,94.00%,0,0,0,0.00%,0,0,0,0,3,2,2
25/02/10,DFW,IAH,IAH-FUT,77054,20,20,19,95.00%,0,0,0,0.00%,0,0,0,1,0,0,0
25/02/10,DFW,IAH,IAH-FUT,77071,17,17,17,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FUT,77072,34,34,34,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FUT,77074,17,17,14,82.35%,0,0,0,0.00%,0,0,0,0,3,3,3
25/02/10,DFW,IAH,IAH-FUT,77081,24,24,23,95.83%,0,0,0,0.00%,0,0,0,0,1,1,1
25/02/10,DFW,IAH,IAH-FUT,77083,49,49,49,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FUT,77096,18,18,18,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FUT,77099,29,29,29,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FUT,77204,3,3,3,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FUT,77301,27,27,23,85.19%,0,0,0,0.00%,0,0,0,0,4,2,2
25/02/10,DFW,IAH,IAH-FUT,77302,17,17,14,82.35%,0,0,0,0.00%,0,0,0,0,3,1,1
25/02/10,DFW,IAH,IAH-FUT,77304,27,27,22,81.48%,0,0,0,0.00%,0,0,0,0,5,3,3
25/02/10,DFW,IAH,IAH-FUT,77306,5,5,5,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FUT,77316,31,31,31,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FUT,77354,36,36,36,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FUT,77355,20,20,19,95.00%,0,0,0,0.00%,0,0,0,0,1,1,1
25/02/10,DFW,IAH,IAH-FUT,77362,4,4,4,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FUT,77373,62,62,62,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FUT,77375,41,41,41,100.00%,0,0,0,0.00%,0,0,0,0,0,0,0
25/02/10,DFW,IAH,IAH-FUT,77380,13,13,12,92.31%,0,0,0,0.00%,0,0,0,0,1,1,1
